"MOD_NAME","ITM_NAME","CODE","DECODE","MAPPING_NOTES"
"NUPDRS3TRT","NP3KTRMR","2","Mild: Tremor is at least 1, but less than 3 cm in amplitude.",""
"NUPDRS3TRT","NP3KTRMR","3","Moderate: Tremor is at least 3, but less than 10 cm in amplitude.",""
"NUPDRS3TRT","NP3KTRMR","4","Severe: Tremor is at least 10 cm in amplitude.",""
"NUPDRS3TRT","NP3LGAGL","0","Normal: No problems.",""
"NUPDRS3TRT","NP3LGAGL","1","Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement; b) slight slowing; c) amplitude decrements near the end of the task.",""
"NUPDRS3TRT","NP3LGAGL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3LGAGL","2","Mild: Any of the following: a) 3 to 5 interruptions during the movements; b) mild slowness; c) amplitude decrements midway in the task.",""
"NUPDRS3TRT","NP3LGAGL","3","Moderate: Any of the following: a) more than 5 interruptions during the movements or at least one longer arrest (freeze) in ongoing movement; b) moderate slowing in speed; c) amplitude decrements after the first movement.",""
"NUPDRS3TRT","NP3LGAGL","4","Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.",""
"NUPDRS3TRT","NP3LGAGR","0","Normal: No problems.",""
"NUPDRS3TRT","NP3LGAGR","1","Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement; b) slight slowing; c) amplitude decrements near the end of the task.",""
"NUPDRS3TRT","NP3LGAGR","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3LGAGR","2","Mild: Any of the following: a) 3 to 5 interruptions during the movements; b) mild slowness; c) amplitude decrements midway in the task.",""
"NUPDRS3TRT","NP3LGAGR","3","Moderate: Any of the following: a) more than 5 interruptions during the movements or at least one longer arrest (freeze) in ongoing movement; b) moderate slowing in speed; c) amplitude decrements after the first movement.",""
"NUPDRS3TRT","NP3LGAGR","4","Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.",""
"NUPDRS3TRT","NP3POSTR","0","Normal: No problems.",""
"NUPDRS3TRT","NP3POSTR","1","Slight: Not quite erect, but posture could be normal for older person.",""
"NUPDRS3TRT","NP3POSTR","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3POSTR","2","Mild: Definite flexion, scoliosis or leaning to one side, but patient can correct posture to normal posture when asked to do so.",""
"NUPDRS3TRT","NP3POSTR","3","Moderate: Stooped posture, scoliosis or leaning to one side that cannot be corrected volitionally to a normal posture by the patient.",""
"NUPDRS3TRT","NP3POSTR","4","Severe: Flexion, scoliosis or leaning with extreme abnormality of posture.",""
"NUPDRS3TRT","NP3PRSPL","0","Normal: No problems.",""
"NUPDRS3TRT","NP3PRSPL","1","Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement; b) slight slowing; c) the amplitude decrements near the end of the sequence.",""
"NUPDRS3TRT","NP3PRSPL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3PRSPL","2","Mild: Any of the following: a) 3 to 5 interruptions during the movements; b) mild slowing; c) the amplitude decrements midway in the sequence.",""
"NUPDRS3TRT","NP3PRSPL","3","Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement; b) moderate slowing; c) the amplitude decrements starting after the first supination-pronation sequence.",""
"NUPDRS3TRT","NP3PRSPL","4","Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.",""
"NUPDRS3TRT","NP3PRSPR","0","Normal: No problems.",""
"NUPDRS3TRT","NP3PRSPR","1","Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement; b) slight slowing; c) the amplitude decrements near the end of the sequence.",""
"NUPDRS3TRT","NP3PRSPR","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3PRSPR","2","Mild: Any of the following: a) 3 to 5 interruptions during the movements; b) mild slowing; c) the amplitude decrements midway in the sequence.",""
"NUPDRS3TRT","NP3PRSPR","3","Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement; b) moderate slowing; c) the amplitude decrements starting after the first supination-pronation sequence.",""
"NUPDRS3TRT","NP3PRSPR","4","Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.",""
"NUPDRS3TRT","NP3PSTBL","0","Normal: No problems: Recovers with one or two steps.",""
"NUPDRS3TRT","NP3PSTBL","1","Slight: 3-5 steps, but subject recovers unaided.",""
"NUPDRS3TRT","NP3PSTBL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3PSTBL","2","Mild: More than 5 steps, but subject recovers unaided.",""
"NUPDRS3TRT","NP3PSTBL","3","Moderate: Stands safely, but with absence of postural response; falls if not caught by examiner.",""
"NUPDRS3TRT","NP3PSTBL","4","Severe: Very unstable, tends to lose balance spontaneously or with just a gentle pull on the shoulders.",""
"NUPDRS3TRT","NP3PTRML","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3PTRML","1","Slight: Tremor is present but less than 1 cm in amplitude.",""
"NUPDRS3TRT","NP3PTRML","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3PTRML","2","Mild: Tremor is at least 1, but less than 3 cm in amplitude.",""
"NUPDRS3TRT","NP3PTRML","3","Moderate: Tremor is at least 3, but less than 10 cm in amplitude.",""
"NUPDRS3TRT","NP3PTRML","4","Severe: Tremor is at least 10 cm in amplitude.",""
"NUPDRS3TRT","NP3PTRMR","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3PTRMR","1","Slight: Tremor is present but less than 1 cm in amplitude.",""
"NUPDRS3TRT","NP3PTRMR","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3PTRMR","2","Mild: Tremor is at least 1, but less than 3 cm in amplitude.",""
"NUPDRS3TRT","NP3PTRMR","3","Moderate: Tremor is at least 3, but less than 10 cm in amplitude.",""
"NUPDRS3TRT","NP3PTRMR","4","Severe: Tremor is at least 10 cm in amplitude.",""
"NUPDRS3TRT","NP3RIGLL","0","Normal: No rigidity.",""
"NUPDRS3TRT","NP3RIGLL","1","Slight: Rigidity only detected with activation maneuver.",""
"NUPDRS3TRT","NP3RIGLL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RIGLL","2","Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved.",""
"NUPDRS3TRT","NP3RIGLL","3","Moderate: Rigidity detected without the activation maneuver, full range of motion is achieved with effort.",""
"NUPDRS3TRT","NP3RIGLL","4","Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.",""
"NUPDRS3TRT","NP3RIGLU","0","Normal: No rigidity.",""
"NUPDRS3TRT","NP3RIGLU","1","Slight: Rigidity only detected with activation maneuver.",""
"NUPDRS3TRT","NP3RIGLU","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RIGLU","2","Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved.",""
"NUPDRS3TRT","NP3RIGLU","3","Moderate: Rigidity detected without the activation maneuver, full range of motion is achieved with effort.",""
"NUPDRS3TRT","NP3RIGLU","4","Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.",""
"NUPDRS3TRT","NP3RIGN","0","Normal: No rigidity.",""
"NUPDRS3TRT","NP3RIGN","1","Slight: Rigidity only detected with activation maneuver.",""
"NUPDRS3TRT","NP3RIGN","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RIGN","2","Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved.",""
"NUPDRS3TRT","NP3RIGN","3","Moderate: Rigidity detected without the activation maneuver, full range of motion is achieved with effort.",""
"NUPDRS3TRT","NP3RIGN","4","Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.",""
"NUPDRS3TRT","NP3RIGRL","0","Normal: No rigidity.",""
"NUPDRS3TRT","NP3RIGRL","1","Slight: Rigidity only detected with activation maneuver.",""
"NUPDRS3TRT","NP3RIGRL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RIGRL","2","Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved.",""
"NUPDRS3TRT","NP3RIGRL","3","Moderate: Rigidity detected without the activation maneuver, full range of motion is achieved with effort.",""
"NUPDRS3TRT","NP3RIGRL","4","Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.",""
"NUPDRS3TRT","NP3RIGRU","0","Normal: No rigidity.",""
"NUPDRS3TRT","NP3RIGRU","1","Slight: Rigidity only detected with activation maneuver.",""
"NUPDRS3TRT","NP3RIGRU","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RIGRU","2","Mild: Rigidity detected without the activation maneuver, but full range of motion is easily achieved.",""
"NUPDRS3TRT","NP3RIGRU","3","Moderate: Rigidity detected without the activation maneuver, full range of motion is achieved with effort.",""
"NUPDRS3TRT","NP3RIGRU","4","Severe: Rigidity detected without the activation maneuver and full range of motion not achieved.",""
"NUPDRS3TRT","NP3RISNG","0","Normal: No problems. Able to arise quickly without hesitation.",""
"NUPDRS3TRT","NP3RISNG","1","Slight: Arising is slower than normal; or may need more than one attempt; or may need to move forward in the chair to arise. No need to use the arms of the chair.",""
"NUPDRS3TRT","NP3RISNG","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RISNG","2","Mild: Pushes self up from arms of chair without difficulty.",""
"NUPDRS3TRT","NP3RISNG","3","Moderate: Needs to push off, but tends to fall back; or may have to try more than one time using arms of chair, but can get up without help.",""
"NUPDRS3TRT","NP3RISNG","4","Severe: Unable to arise without help.",""
"NUPDRS3TRT","NP3RTALJ","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3RTALJ","1","Slight: < 1 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALJ","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RTALJ","2","Mild: >= 1 cm but < 2 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALJ","3","Moderate: >= 2 cm but < 3 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALJ","4","Severe: >= 3 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALL","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3RTALL","1","Slight: < 1 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RTALL","2","Mild: >= 1 cm but < 3 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALL","3","Moderate: >= 3 cm but < 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALL","4","Severe: >= 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALU","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3RTALU","1","Slight: < 1 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALU","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RTALU","2","Mild: >= 1 cm but < 3 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALU","3","Moderate: >= 3 cm but < 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTALU","4","Severe: >= 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARL","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3RTARL","1","Slight: < 1 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RTARL","2","Mild: >= 1 cm but < 3 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARL","3","Moderate: >= 3 cm but < 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARL","4","Severe: >= 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARU","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3RTARU","1","Slight: < 1 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARU","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RTARU","2","Mild: >= 1 cm but < 3 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARU","3","Moderate: >= 3 cm but < 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTARU","4","Severe: >= 10 cm in maximal amplitude.",""
"NUPDRS3TRT","NP3RTCON","0","Normal: No tremor.",""
"NUPDRS3TRT","NP3RTCON","1","Slight: Tremor at rest is present < 25% of the entire examination period.",""
"NUPDRS3TRT","NP3RTCON","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3RTCON","2","Mild: Tremor at rest is present 26-50% of the entire examination period.",""
"NUPDRS3TRT","NP3RTCON","3","Moderate: Tremor at rest is present 51-75% of the entire examination period.",""
"NUPDRS3TRT","NP3RTCON","4","Severe: Tremor at rest is present > 75% of the entire examination period.",""
"NUPDRS3TRT","NP3SPCH","0","Normal: No speech problems.",""
"NUPDRS3TRT","NP3SPCH","1","Slight: Loss of modulation, diction or volume, but still all words easy to understand.",""
"NUPDRS3TRT","NP3SPCH","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3SPCH","2","Mild: Loss of modulation, diction, or volume, with a few words unclear, but the overall sentences easy to follow.",""
"NUPDRS3TRT","NP3SPCH","3","Moderate: Speech is difficult to understand to the point that some, but not most, sentences are poorly understood.",""
"NUPDRS3TRT","NP3SPCH","4","Severe: Most speech is difficult to understand or unintelligible.",""
"NUPDRS3TRT","NP3TTAPL","0","Normal: No problems.",""
"NUPDRS3TRT","NP3TTAPL","1","Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the tapping movement; b) slight slowing; c) the amplitude decrements near the end of the ten taps.",""
"NUPDRS3TRT","NP3TTAPL","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3TTAPL","2","Mild: Any of the following: a) 3 to 5 interruptions during the tapping movements; b) mild slowing; c) the amplitude decrements midway in the task.",""
"NUPDRS3TRT","NP3TTAPL","3","Moderate: Any of the following: a) more than 5 interruptions during the tapping movements or at least one longer arrest (freeze) in ongoing movement; b) moderate slowing; c) amplitude decrements after the first tap.",""
"NUPDRS3TRT","NP3TTAPL","4","Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.",""
"NUPDRS3TRT","NP3TTAPR","0","Normal: No problems.",""
"NUPDRS3TRT","NP3TTAPR","1","Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the tapping movement; b) slight slowing; c) the amplitude decrements near the end of the ten taps.",""
"NUPDRS3TRT","NP3TTAPR","101","Unable to Rate","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS3TRT","NP3TTAPR","2","Mild: Any of the following: a) 3 to 5 interruptions during the tapping movements; b) mild slowing; c) the amplitude decrements midway in the task.",""
"NUPDRS3TRT","NP3TTAPR","3","Moderate: Any of the following: a) more than 5 interruptions during the tapping movements or at least one longer arrest (freeze) in ongoing movement; b) moderate slowing; c) amplitude decrements after the first tap.",""
"NUPDRS3TRT","NP3TTAPR","4","Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements.",""
"NUPDRS3TRT","OFFEXAM","0","No",""
"NUPDRS3TRT","OFFEXAM","1","Yes",""
"NUPDRS3TRT","OFFNORSN","1","Disease severity preventing participant from staying off medications/turning off DBS",""
"NUPDRS3TRT","OFFNORSN","3","Participant forgot to refrain from taking medications and cannot stay long enough to reverse the order of testing",""
"NUPDRS3TRT","OFFNORSN","4","Participant does not feel comfortable turning off DBS",""
"NUPDRS3TRT","OFFNORSN","5","Participant/Site forgot to turn off DBS",""
"NUPDRS3TRT","OFFNORSN","6","Participant forgot to bring DBS remote to visit",""
"NUPDRS3TRT","OFFNORSN","7","Investigator was unable to determine if participant was fully OFF (extended release medication formulations, etc.)",""
"NUPDRS3TRT","OFFNORSN","8","Site scheduling issues during completion of visit",""
"NUPDRS3TRT","OFFNORSN","9","Other reason",""
"NUPDRS3TRT","ONEXAM","0","No",""
"NUPDRS3TRT","ONEXAM","1","Yes",""
"NUPDRS3TRT","ONNORSN","1","Typical ON state was not reached",""
"NUPDRS3TRT","ONNORSN","2","Scheduling issues",""
"NUPDRS3TRT","ONNORSN","3","Other reason",""
"NUPDRS3TRT","ONNORSN","4","Participant did not bring medication to clinic to turn ON",""
"NUPDRS3TRT","ONNORSN","5","Participant forgot to bring DBS remote to visit",""
"NUPDRS3TRT","ONOFFORDER","1","OFF",""
"NUPDRS3TRT","ONOFFORDER","2","ON",""
"NUPDRS3TRT","PAG_NAME","NUPDR3OF","MDS UPDRS Part III (OFF State)",""
"NUPDRS3TRT","PAG_NAME","NUPDR3ON","MDS UPDRS Part III (ON State)",""
"NUPDRS3TRT","PAG_NAME","NUPDRDOSE3","MDS UPDRS Part III Treatment Determination and Part III Motor Exam",""
"NUPDRS3TRT","PAG_NAME","NUPDRS3","MDS UPDRS Part III (No Treatment)",""
"NUPDRS3TRT","PDMEDYN","0","No","Set as 0 when PD_MED_USE in (0,3) (for records collected in prior EDC)"
"NUPDRS3TRT","PDMEDYN","1","Yes","Set as 1 when PD_MED_USE  not in (0,3) (for records collected in prior EDC)"
"NUPDRS3TRT","PDSTATE","OFF","Off is the typical functional state when participants have a poor response in spite of taking medications","Set as OFF when PDSTATE = 3:Fluctuator - OFF during exam. If PDSTATE is null, Set as OFF when ON_OFF_DOSE = 1 (for records collected in prior EDC)."
"NUPDRS3TRT","PDSTATE","ON","On is the typical functional state when patients are receiving medication and have a good response","Set as ON when PDSTATE = 1:Fluctuator - ON during exam. If PDSTATE is null, Set as ON when ON_OFF_DOSE = 2 (for records collected in prior EDC)."
"NUPDRS3TRT","PDTRTMNT","0","No","Set as 0 when (DBS_STATUS = NULL) AND (PD_MED_USE = 0:No OR 3:Oth)  (for records collected in prior EDC)."
"NUPDRS3TRT","PDTRTMNT","1","Yes","Set as 1 when DBS_STATUS = 1:ON OR (PD_MED_USE <> 0:No AND <>3:Oth AND <>NULL) (for records collected in prior EDC)."
"NUPDRS4","NP4DYSKI","0","Normal: No dyskinesias or no impact by dyskinesias on activities or social interactions.",""
"NUPDRS4","NP4DYSKI","1","Slight: Dyskinesias impact on a few activities, but the patient usually performs all activities and participates in all social interactions during dyskinetic periods.",""
"NUPDRS4","NP4DYSKI","101","Unable to Rate.","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS4","NP4DYSKI","2","Mild: Dyskinesias impact on many activities, but the patient usually performs all activities and participates in all social interactions during dyskinetic periods.",""
"NUPDRS4","NP4DYSKI","3","Moderate: Dyskinesias impact on activities to the point that the patient usually does not perform some activities or does not usually participate in some social activities during dyskinetic episodes.",""
"NUPDRS4","NP4DYSKI","4","Severe: Dyskinesias impact on function to the point that the patient usually does not perform most activities or participate in most social interactions during dyskinetic episodes.",""
"NUPDRS4","NP4DYSTN","0","Normal: No dystonia OR NO OFF TIME.",""
"NUPDRS4","NP4DYSTN","1","Slight: <= 25% of time in OFF state.",""
"NUPDRS4","NP4DYSTN","101","Unable to Rate.","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS4","NP4DYSTN","2","Mild: 26-50% of time in OFF state.",""
"NUPDRS4","NP4DYSTN","3","Moderate: 51-75% of time in OFF state.",""
"NUPDRS4","NP4DYSTN","4","Severe: > 75% of time in OFF state.",""
"NUPDRS4","NP4FLCTI","0","Normal: No fluctuations or no impact by fluctuations on performance of activities or social interactions.",""
"NUPDRS4","NP4FLCTI","1","Slight: Fluctuations impact on a few activities, but during OFF, the patient usually performs all activities and participates in all social interactions that typically occur during the ON state.",""
"NUPDRS4","NP4FLCTI","101","Unable to Rate.","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS4","NP4FLCTI","2","Mild: Fluctuations impact many activities, but during OFF, the patient still usually performs all activities and participates in all social interactions that typically occur during the ON state.",""
"NUPDRS4","NP4FLCTI","3","Moderate: Fluctuations impact on the performance of activities during OFF to the point that the patient usually does not perform some activities or participate in some social interactions that are performed during ON periods.",""
"NUPDRS4","NP4FLCTI","4","Severe: Fluctuations impact on function to the point that, during OFF, the patient usually does not perform most activities or participate in most social interactions that are performed during ON periods.",""
"NUPDRS4","NP4FLCTX","0","Normal: No motor fluctuations.",""
"NUPDRS4","NP4FLCTX","1","Slight: OFF times are predictable all or almost all of the time (> 75%).",""
"NUPDRS4","NP4FLCTX","101","Unable to Rate.","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS4","NP4FLCTX","2","Mild: OFF times are predictable most of the time (51-75%).",""
"NUPDRS4","NP4FLCTX","3","Moderate: OFF times are predictable some of the time (26-50%).",""
"NUPDRS4","NP4FLCTX","4","Severe: OFF episodes are rarely predictable (<= 25%).",""
"NUPDRS4","NP4OFF","0","Normal: No OFF time.",""
"NUPDRS4","NP4OFF","1","Slight: <= 25% of waking day.",""
"NUPDRS4","NP4OFF","101","Unable to Rate.","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS4","NP4OFF","2","Mild: 26 - 50% of waking day.",""
"NUPDRS4","NP4OFF","3","Moderate: 51 - 75% of waking day.",""
"NUPDRS4","NP4OFF","4","Severe: > 75% of waking day.",""
"NUPDRS4","NP4WDYSK","0","Normal: No dyskinesias.",""
"NUPDRS4","NP4WDYSK","1","Slight: <= 25% of waking day.",""
"NUPDRS4","NP4WDYSK","101","Unable to Rate.","UR: Unable to Rate is replaced by 101 (for records collected in prior EDC)"
"NUPDRS4","NP4WDYSK","2","Mild: 26 - 50% of waking day.",""
"NUPDRS4","NP4WDYSK","3","Moderate: 51 - 75% of waking day.",""
"NUPDRS4","NP4WDYSK","4","Severe: > 75% of waking day.",""
"NUPDRS4","PAG_NAME","NUPDRS4","MDS-UPDRS Part IV Motor Complications",""
"NXTAUAECLINAST","NXTAUAERPT","0","No",""
"NXTAUAECLINAST","NXTAUAERPT","1","Yes",""
"NXTAUAECLINAST","NXTAUAEYN","0","No",""
"NXTAUAECLINAST","NXTAUAEYN","1","Yes",""
"NXTAUAECLINAST","NXTAUCLNCONDCTVIS","0","No",""
"NXTAUAECLINAST","NXTAUCLNCONDCTVIS","1","Yes",""
"NXTAUAECLINAST","PAG_NAME","NXTAUAECLINAST","(NX PI-2620 Tau Imaging Substudy) Adverse Event In-Clinic Assessment",""
"NXTAUCNSNT","DOCCNSNTNXTAU","0","No",""
"NXTAUCNSNT","DOCCNSNTNXTAU","1","Yes",""
"NXTAUCNSNT","PAG_NAME","NXTAUCNSNT","(NX PI-2620 Tau Imaging Substudy) Documentation of Informed Consent",""
"NXTAUCONCL","PAG_NAME","NXTAUCONCL","(NX PI-2620 Tau Imaging Substudy) Conclusion of Study Participation ",""
"NXTAUCONCL","WDRSN","1","Completed study per protocol",""
"NXTAUCONCL","WDRSN","2","Transportation/Travel issues (ex: logistics or travel, moved away from study site)",""
"NXTAUCONCL","WDRSN","3","Burden of study procedures (other than travel)",""
"NXTAUCONCL","WDRSN","4","Family, care-partner, or social issues (such as work/job obligations)",""
"NXTAUCONCL","WDRSN","5","Non-compliance with study procedures",""
"NXTAUCONCL","WDRSN","6","Adverse event",""
"NXTAUCONCL","WDRSN","7","Decline in health",""
"NXTAUCONCL","WDRSN","8","Lost to follow up",""
"NXTAUCONCL","WDRSN","9","Other, please specify:",""
"NXTAUCONCL","WDRSNPD","0","No",""
"NXTAUCONCL","WDRSNPD","1","Yes",""
"NXTAUCONCL","WDRSNPD","2","Not applicable",""
"NXTAUELIG","EXABCOND","0","No",""
"NXTAUELIG","EXABCOND","1","Yes",""
"NXTAUELIG","EXABMRI","0","No",""
"NXTAUELIG","EXABMRI","1","Yes",""
"NXTAUELIG","EXDAR6MO","0","No",""
"NXTAUELIG","EXDAR6MO","1","Yes",""
"NXTAUELIG","EXMEDDAT","0","No",""
"NXTAUELIG","EXMEDDAT","1","Yes",""
"NXTAUELIG","EXOTHRSN","0","No",""
"NXTAUELIG","EXOTHRSN","1","Yes",""
"NXTAUELIG","IN4585","0","No",""
"NXTAUELIG","IN4585","1","Yes",""
"NXTAUELIG","INCMPL","0","No",""
"NXTAUELIG","INCMPL","1","Yes",""
"NXTAUELIG","INCNSNT","0","No",""
"NXTAUELIG","INCNSNT","1","Yes",""
"NXTAUELIG","INHC","0","No",""
"NXTAUELIG","INHC","1","Yes",""
"NXTAUELIG","INPD","0","No",""
"NXTAUELIG","INPD","1","Yes",""
"NXTAUELIG","INSAA","0","No",""
"NXTAUELIG","INSAA","1","Yes",""
"NXTAUELIG","INTAU217","0","No",""
"NXTAUELIG","INTAU217","1","Yes",""
"NXTAUELIG","PAG_NAME","NXTAUELIG","(NX PI-2620 Tau Imaging Substudy) Inclusion Exclusion Criteria",""
"NXTAUIMAG","INVEVLAF","0","No",""
"NXTAUIMAG","INVEVLAF","1","Yes",""
"NXTAUIMAG","INVEVLBF","0","No",""
"NXTAUIMAG","INVEVLBF","1","Yes",""
"NXTAUIMAG","PAG_NAME","NXTAUIMAG","(NX PI-2620 Tau Imaging Substudy) PI-2620 Imaging",""
"NXTAUIMAG","PICONVCMPLT","0","No",""
"NXTAUIMAG","PICONVCMPLT","1","Yes",""
"NXTAUIMAG","PINEXCMPLT","0","No",""
"NXTAUIMAG","PINEXCMPLT","1","Yes",""
"NXTAUPREGNANC","PAG_NAME","NXTAUPREGNANC","(NX PI-2620 Tau Imaging Substudy) Pregnancy Test",""
"NXTAUPREGNANC","PREGAPPL","0","No",""
"NXTAUPREGNANC","PREGAPPL","1","Yes",""
"NXTAUPREGNANC","PREGBFPI","0","No",""
"NXTAUPREGNANC","PREGBFPI","1","Yes",""
"NXTAUPREGNANC","PREGBFPI","2","Not Applicable",""
"NXTAUPREGNANC","PREGPERF","0","No",""
"NXTAUPREGNANC","PREGPERF","1","Yes",""
"NXTAUPREGNANC","PREGRSLT","0","No",""
"NXTAUPREGNANC","PREGRSLT","1","Yes",""
"NXTAUREPPREG","PAG_NAME","NXTAUREPPREG","(NX PI-2620 Tau Imaging Substudy) Report of Pregnancy",""
"NXTAUREPPREG","PREG30PI","0","No",""
"NXTAUREPPREG","PREG30PI","1","Yes",""
"NXTAUREPPREG","PREG30PI","2","Unknown",""
"NXTAUREPPREG","PREGWHO","1","Female participant",""
"NXTAUREPPREG","PREGWHO","2","Female partner of participant",""
"NXTAUSCRNFAIL","PAG_NAME","NXTAUSCRNFAIL","(NX PI-2620 Tau Imaging Substudy) Screen Fail",""
"NXTAUSCRNFAIL","RSNDEC","1","Risks of Protocol",""
"NXTAUSCRNFAIL","RSNDEC","2","Confidentiality issues",""
"NXTAUSCRNFAIL","RSNDEC","3","Protocol too time intensive",""
"NXTAUSCRNFAIL","RSNDEC","4","Changed mind about lumbar puncture",""
"NXTAUSCRNFAIL","RSNDEC","5","Travel requirements",""
"NXTAUSCRNFAIL","RSNDEC","6","Family or caregiver/informant advised declining",""
